id,modified,datasetid,institutioncode,collectioncode,eventid,datecollected,seasoncollected,yearcollected,startyearcollected,endyearcollected,monthcollected,startmonthcollected,endmonthcollected,daycollected,startdaycollected,enddaycollected,timeofday,starttimeofday,endtimeofday,timezone,waterbody,country,stateprovince,county,recordnumber,fieldnumber,decimallongitude,startdecimallongitude,enddecimallongitude,decimallatitude,startdecimallatitude,enddecimallatitude,coordinateuncertaintyinmeters,georeferenceprotocol,minimumdepthinmeters,maximumdepthinmeters,occurrenceid,scientificname,scientificnameid,aphiaid,rankname,scientificnameaccepted,scientificnameauthorship,aphiaidaccepted,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,occurrenceremarks,basisofrecord,typestatus,catalognumber,references,recordedby,identifiedby,yearidentified,monthidentified,dayidentified,preparations,samplingeffort,samplingprotocol,qc,datageneralizations,eventremarks,locationremarks,associatedsequences,associatedmedia,organismid,geodeticdatum,dynamicproperties,identificationverificationstatus,identificationreferences,organismquantity,organismquantitytype,samplesizevalue,samplesizeunit,materialsampleid,taxonconceptid,"Count (Dmnless)"
38993707,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,6,,,,"Baltic Sea",,,,,,13.425,,,55.22333333,,,,,,,,Nematoda,urn:lsid:marinespecies.org:taxname:799,http://marinespecies.org/aphia.php?p=taxdetails&id=799,Phylum,Nematoda,,http://marinespecies.org/aphia.php?p=taxdetails&id=799,Animalia,Nematoda,,,,,,,,"unit biomass:g/m²",O,,516,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,2.07907e+006
38993708,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,6,,,,"Baltic Sea",,,,,,13.425,,,55.22333333,,,,,,,,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,http://marinespecies.org/aphia.php?p=taxdetails&id=1078,Class,Ostracoda,"Latreille, 1802",http://marinespecies.org/aphia.php?p=taxdetails&id=1078,Animalia,Arthropoda,Ostracoda,,,,,,,"unit biomass:g/m²",O,,521,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,995
38993709,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,6,,,,"Baltic Sea",,,,,,13.425,,,55.22333333,,,,,,,,Copepoda,urn:lsid:marinespecies.org:taxname:1080,http://marinespecies.org/aphia.php?p=taxdetails&id=1080,Class,Copepoda,"Milne Edwards, 1840",http://marinespecies.org/aphia.php?p=taxdetails&id=1080,Animalia,Arthropoda,Copepoda,,,,,,,"unit biomass:g/m²",O,,518,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,398
38993710,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,6,,,,"Baltic Sea",,,,,,13.425,,,55.22333333,,,,,,,,Copepoda,urn:lsid:marinespecies.org:taxname:1080,http://marinespecies.org/aphia.php?p=taxdetails&id=1080,Class,Copepoda,"Milne Edwards, 1840",http://marinespecies.org/aphia.php?p=taxdetails&id=1080,Animalia,Arthropoda,Copepoda,,,,,,,"unit biomass:g/m²",O,,529,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,1658
38993712,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,6,,,,"Baltic Sea",,,,,,13.425,,,55.22333333,,,,,,,,Turbellaria,urn:lsid:marinespecies.org:taxname:794,http://marinespecies.org/aphia.php?p=taxdetails&id=794,,,,,,,,,,,,,,"unit biomass:g/m²",O,,524,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,199
38993713,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,6,,,,"Baltic Sea",,,,,,13.425,,,55.22333333,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,523,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,16577
38993714,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,6,,,,"Baltic Sea",,,,,,13.425,,,55.22333333,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,527,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,4908
38993715,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,6,,,,"Baltic Sea",,,,,,13.425,,,55.22333333,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,534,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,33751
39745685,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Diastylis,urn:lsid:marinespecies.org:taxname:110398,http://marinespecies.org/aphia.php?p=taxdetails&id=110398,Genus,Diastylis,"Say, 1818",http://marinespecies.org/aphia.php?p=taxdetails&id=110398,Animalia,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylis,,,,"unit biomass:g/m²",O,,373,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,199
39745686,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,http://marinespecies.org/aphia.php?p=taxdetails&id=1078,Class,Ostracoda,"Latreille, 1802",http://marinespecies.org/aphia.php?p=taxdetails&id=1078,Animalia,Arthropoda,Ostracoda,,,,,,,"unit biomass:g/m²",O,,357,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,37562
39745687,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Harmothoe,urn:lsid:marinespecies.org:taxname:129491,http://marinespecies.org/aphia.php?p=taxdetails&id=129491,Genus,Harmothoe,"Kinberg, 1856",http://marinespecies.org/aphia.php?p=taxdetails&id=129491,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,,,"unit biomass:g/m²",O,,369,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,35
39745688,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,"Mytilus edulis",urn:lsid:marinespecies.org:taxname:140480,http://marinespecies.org/aphia.php?p=taxdetails&id=140480,Species,"Mytilus edulis","Linnaeus, 1758",http://marinespecies.org/aphia.php?p=taxdetails&id=140480,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,,edulis,,"unit biomass:g/m²",O,,361,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,2338
39745689,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Ampharete,urn:lsid:marinespecies.org:taxname:129155,http://marinespecies.org/aphia.php?p=taxdetails&id=129155,Genus,Ampharete,"Malmgren, 1865",http://marinespecies.org/aphia.php?p=taxdetails&id=129155,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete,,,,"unit biomass:g/m²",O,,377,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,28
39745690,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,368,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,3.08267e+007
39745691,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,379,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,21144
39745693,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,362,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,2.0822e+007
39745694,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Biota,urn:lsid:marinespecies.org:taxname:1,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,,,,,,,,,"unit biomass:g/m²",O,,363,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,4.16292e+007
39745695,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Turbellaria,urn:lsid:marinespecies.org:taxname:794,http://marinespecies.org/aphia.php?p=taxdetails&id=794,,,,,,,,,,,,,,"unit biomass:g/m²",O,,364,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,15682
39745696,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Acari,urn:lsid:marinespecies.org:taxname:292684,http://marinespecies.org/aphia.php?p=taxdetails&id=292684,Subclass,Acari,"Leach, 1817",http://marinespecies.org/aphia.php?p=taxdetails&id=292684,Animalia,Arthropoda,Arachnida,,,,,,,"unit biomass:g/m²",O,,356,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,26219
39745697,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Polychaeta,urn:lsid:marinespecies.org:taxname:883,http://marinespecies.org/aphia.php?p=taxdetails&id=883,Class,Polychaeta,"Grube, 1850",http://marinespecies.org/aphia.php?p=taxdetails&id=883,Animalia,Annelida,Polychaeta,,,,,,,"unit biomass:g/m²",O,,359,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,1194
39745698,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,"Pontoporeia femorata",urn:lsid:marinespecies.org:taxname:103079,http://marinespecies.org/aphia.php?p=taxdetails&id=103079,Species,"Pontoporeia femorata","Krøyer, 1842",http://marinespecies.org/aphia.php?p=taxdetails&id=103079,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontoporeiidae,Pontoporeia,,femorata,,"unit biomass:g/m²",O,,358,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,423
39745699,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Halicryptus,urn:lsid:marinespecies.org:taxname:101093,http://marinespecies.org/aphia.php?p=taxdetails&id=101093,Genus,Halicryptus,"von Siebold, 1849",http://marinespecies.org/aphia.php?p=taxdetails&id=101093,Animalia,Priapulida,,Halicryptomorpha,Halicryptidae,Halicryptus,,,,"unit biomass:g/m²",O,,370,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,19
39745700,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Halicryptus,urn:lsid:marinespecies.org:taxname:101093,http://marinespecies.org/aphia.php?p=taxdetails&id=101093,Genus,Halicryptus,"von Siebold, 1849",http://marinespecies.org/aphia.php?p=taxdetails&id=101093,Animalia,Priapulida,,Halicryptomorpha,Halicryptidae,Halicryptus,,,,"unit biomass:g/m²",O,,371,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,199
39745702,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,http://marinespecies.org/aphia.php?p=taxdetails&id=1102,Order,Harpacticoida,"Sars G.O., 1903",http://marinespecies.org/aphia.php?p=taxdetails&id=1102,Animalia,Arthropoda,Copepoda,Harpacticoida,,,,,,"unit biomass:g/m²",O,,355,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,16120
39745703,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Nematoda,urn:lsid:marinespecies.org:taxname:799,http://marinespecies.org/aphia.php?p=taxdetails&id=799,Phylum,Nematoda,,http://marinespecies.org/aphia.php?p=taxdetails&id=799,Animalia,Nematoda,,,,,,,,"unit biomass:g/m²",O,,354,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,2.41248e+006
39745704,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Terebellidae,urn:lsid:marinespecies.org:taxname:982,http://marinespecies.org/aphia.php?p=taxdetails&id=982,Family,Terebellidae,"Johnston, 1846",http://marinespecies.org/aphia.php?p=taxdetails&id=982,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,,,"unit biomass:g/m²",O,,372,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,1313
39745705,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Gammarus,urn:lsid:marinespecies.org:taxname:101537,http://marinespecies.org/aphia.php?p=taxdetails&id=101537,Genus,Gammarus,"Fabricius, 1775",http://marinespecies.org/aphia.php?p=taxdetails&id=101537,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,,,"unit biomass:g/m²",O,,376,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,10
39745706,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Prostoma,urn:lsid:marinespecies.org:taxname:162630,http://marinespecies.org/aphia.php?p=taxdetails&id=162630,Genus,Prostoma,"Dugès, 1828",http://marinespecies.org/aphia.php?p=taxdetails&id=162630,Animalia,Nemertea,Hoplonemertea,Monostilifera,Prostomatidae,Prostoma,,,,"unit biomass:g/m²",O,,375,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,10
39745707,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Pygospio,urn:lsid:marinespecies.org:taxname:129622,http://marinespecies.org/aphia.php?p=taxdetails&id=129622,Genus,Pygospio,"Claparède, 1863",http://marinespecies.org/aphia.php?p=taxdetails&id=129622,Animalia,Annelida,Polychaeta,Spionida,Spionidae,Pygospio,,,,"unit biomass:g/m²",O,,374,,,,,,,,,,17833855,,,,,,,,,,,,,,,,,254
39745708,2012-02-22T11:09:42.9,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2501,"DFO-MPO Canada",Duplisea,,1994-05-19T00:00:00,spring,1994,,,5,,,19,,,19,,,,"Baltic Sea",,,,,,14.70833333,,,55.68,,,,,,,,Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899,http://marinespecies.org/aphia.php?p=taxdetails&id=148899,Class,Bacillariophyceae,"Haeckel, 1878",http://marinespecies.org/aphia.php?p=taxdetails&id=148899,Chromista,Ochrophyta,Bacillariophyceae,,,,,,,"unit biomass:g/m²",O,,365,,,,,,,,,,17833851,,,,,,,,,,,,,,,,,3.05266e+006
